source,title,date,url,snippet
EconomyNext (Economy),Sri Lanka poultry firms in battle to give cheaper proteins amid nationalist taxes,2025-05-16,https://economynext.com/sri-lanka-poultry-firms-in-battle-to-give-cheaper-proteins-amid-nationalist-taxes-221106/,"Successfully coordinated a bulk maize vessel, optimizing supply chain efficiency May 16, 2025"
EconomyNext (Economy),"US to send tariff letters to each country in ""two to three weeks"", Trump says",2025-05-16,https://economynext.com/us-to-send-tariff-letters-to-each-country-in-two-to-three-weeks-trump-says-221105/,"Sri Lanka was one of the countries that met the United States May 16, 2025"
EconomyNext (Business),Sri Lanka to start insurance plan for miners,2025-05-15,https://economynext.com/sri-lanka-to-start-insurance-plan-for-miners-220907/,"the number of young people engaged in mining is gradually decreasing, May 15, 2025"
EconomyNext (Economy),"Sri Lanka to auction state-owned Porsche Cayenne, SUVs",2025-05-15,https://economynext.com/sri-lanka-to-auction-state-owned-porsche-cayenne-suvs-220887/,"It is not clear when and why the Sri Lanka government bought a Porsche Cayenne May 15, 2025"
EconomyNext (Business),High costs keep Sri Lanka’s poor children out of pre-primary education: Human Rights Watch,2025-05-14,https://economynext.com/high-costs-keep-sri-lankas-poor-children-out-of-pre-primary-education-human-rights-watch-220703/,"“Quality pre-primary education builds cognitive, social, and emotional skills during the most formative years,” HRW ... May 14, 2025"
EconomyNext (Business),Sri Lanka coconut prices slide despite global shortage,2025-05-14,https://economynext.com/sri-lanka-coconut-prices-slide-despite-global-shortage-220734/,"The average price slid to 160,464.02 rupees for 1,000 nuts, down 6.78 percent May 14, 2025"
EconomyNext (Business),"As the weather gets worse, smart farming is needed more than ever: ADB",2025-05-14,https://economynext.com/as-the-weather-gets-worse-smart-farming-is-needed-more-than-ever-adb-220714/,"""Equally important is developing financial tools to reduce farmers’ vulnerability to shocks and safeguard livelihoods May 14, 2025"
EconomyNext (Economy),Ceylon chamber to host Sri Lanka Economic and Investment Summit 2025,2025-05-14,https://economynext.com/ceylon-chamber-to-host-sri-lanka-economic-and-investment-summit-2025-220718/,"Ceylon Chamber of Commerce's Sri Lanka Economic and Investment Summit 2025 to feature international economists, May 14, 2025"
EconomyNext (Economy),115-member Chinese business delegation to visit Sri Lanka,2025-05-14,https://economynext.com/115-member-chinese-business-delegation-to-visit-sri-lanka-220725/,"Chinese delegation interested in black tea, nutmeg and cloves, seafood, papaya, pineapple, guava, and mango imports May 14, 2025"
EconomyNext (Economy),US dollar backing of Sri Lanka rupee improves to 25.4-pct in March,2025-05-14,https://economynext.com/us-dollar-backing-of-sri-lanka-rupee-improves-to-25-4-pct-in-march-220663/,"The central banks net reserves were a negative US$4.6bn after swaps were used to mis-target rates May 14, 2025"
EconomyNext (Economy),"US inflation 2.3-pct in April, commodities down, core-inflation up",2025-05-13,https://economynext.com/us-inflation-2-3-pct-in-april-commodities-down-core-inflation-up-220647/,"All items less food and energy 2.8-pct May 13, 2025"
EconomyNext (Economy),Sri Lanka foreign employment departures fall 9.1-pct to April 2025,2025-05-13,https://economynext.com/sri-lanka-foreign-employment-departures-fall-9-1-pct-to-april-2025-220633/,"Departures hit a record in 2024 May 13, 2025"
EconomyNext (Economy),US says progress made in China trade talks in Switzerland,2025-05-12,https://economynext.com/us-says-progress-made-in-china-trade-talks-in-switzerland-220560/,"More details later May 12, 2025"
EconomyNext (Economy),"Sri Lanka sees 11,811 new active credit cards in March 2025",2025-05-12,https://economynext.com/sri-lanka-sees-11811-new-active-credit-cards-in-march-2025-220576/,"The number of active credit card has risen by 1.5-pct in the 2025 first quarter May 12, 2025"
EconomyNext (Economy),"US, China suspends 125-pct tax for 90-days, others remain",2025-05-12,https://economynext.com/us-china-suspends-125-pct-tax-for-90-days-others-remain-220571/,"a 10-pct tax on each other to remain May 12, 2025"
EconomyNext (Economy),Trump to stop big pharma 'dumping' cheap drugs on sick people in countries like Sri Lanka,2025-05-12,https://economynext.com/trump-to-stop-big-pharma-dumping-cheap-drugs-on-sick-people-in-countries-like-sri-lanka-220542/,"All the development costs were borne by the “suckers” of America, alone, Trump claimed May 12, 2025"
EconomyNext (Economy),"Sri Lanka poultry exports blocked by maize autarky, import licensing",2025-05-12,https://economynext.com/sri-lanka-poultry-exports-blocked-by-maize-autarky-import-licensing-220531/,"Sri Lanka maize import controls give large profits to collectors at the expense of protein malnutrituon May 12, 2025"
EconomyNext (Economy),Sri Lanka foreign employment departures hit record in 2024,2025-05-11,https://economynext.com/sri-lanka-foreign-employment-departures-hit-record-in-2024-220476/,"Official worker remittances grew by 10.1 percent to 6.6 billion US dollars May 11, 2025"
EconomyNext (Business),"Sri Lanka chicken and egg supply go up, prices fall amid exchange rate stability",2025-05-11,https://economynext.com/sri-lanka-chicken-and-egg-supply-go-up-prices-fall-amid-exchange-rate-stability-220427/,"Per capita egg and chicken meat availability rice May 11, 2025"
EconomyNext (Economy),"India slams IMF on repeated Pakistan loans, questions effectiveness",2025-05-10,https://economynext.com/india-slams-imf-on-repeated-pakistan-loans-questions-effectiveness-220356/,"India said it abstained from voting at the IMF board review May 10, 2025"
EconomyNext (Business),Sri Lanka’s tourism revenue up 13.7-pct in April 2025,2025-05-10,https://economynext.com/sri-lankas-tourism-revenue-up-13-7-pct-in-april-2025-220374/,"Sri Lanka has aimed at $5 billion revenue from tourism in 2025 May 10, 2025"
EconomyNext (Economy),Export-led Asia-Pacific growth faces headwinds from US tariffs: Fitch,2025-05-10,https://economynext.com/export-led-asia-pacific-growth-faces-headwinds-from-us-tariffs-fitch-220286/,"""Governments’ policy responses to the trade war will be key towards its impact on APAC sovereign ratings,"" May 10, 2025"
EconomyNext (Economy),IMF approves yet another program for Pakistan,2025-05-10,https://economynext.com/imf-approves-yet-another-program-for-pakistan-220353/,"Pakistan has access to $1.4bn under new program May 10, 2025"
EconomyNext (Economy),"Sri Lanka remittances up 18-pct in April, steady growth after currency crisis",2025-05-10,https://economynext.com/sri-lanka-remittances-up-18-pct-in-april-steady-growth-after-currency-crisis-220292/,"Sri Lanka's most recent currency crisis had triggered a rush for passports and outmigration May 10, 2025"
EconomyNext (Economy),"Sri Lanka tax revenues Rs970bn, current spending Rs1,226bn in 1Q",2025-05-09,https://economynext.com/sri-lanka-tax-revenues-rs970bn-current-spending-rs1226bn-in-1q-220074/,". May 9, 2025"
EconomyNext (Economy),US-UK tariff agreement: A limited deal,2025-05-09,https://economynext.com/us-uk-tariff-agreement-a-limited-deal-220146/,"Falls short of a full free-trade agreement and leaves a range of tariffs in place By By Kevin Andrews May 9, 2025"
EconomyNext (Business),"Sri Lanka govt sells another 27 luxury vehicles; says to cut expenditure, ensure fiscal discipline",2025-05-09,https://economynext.com/sri-lanka-govt-sells-another-27-luxury-vehicles-says-to-cut-expenditure-ensure-fiscal-discipline-220214/,"New govt found over 50 luxury vehicles being used by non-permanent staff at President's office under previous govt May 9, 2025"
EconomyNext (Business),Sri Lanka tourist arrivals up 18.87-pct in May first week,2025-05-09,https://economynext.com/sri-lanka-tourist-arrivals-up-18-87-pct-in-may-first-week-220201/,"There were 10,620 visitors from India May 9, 2025"
EconomyNext (Economy),"Sri Lanka, ADB discuss challenges in sustaining 'hard-earned gains'",2025-05-08,https://economynext.com/sri-lanka-adb-discuss-challenges-in-sustaining-hard-earned-gains-219743/,"Enhancing technical and financial support of the ADB with respect to those endeavors and newly emerging issues May 8, 2025"
EconomyNext (Economy),"Federal Reserves holds rates, saying unemployment low, asset sell-down continues",2025-05-08,https://economynext.com/federal-reserves-holds-rates-saying-unemployment-low-asset-sell-down-continues-219777/,"The unemployment rate has stabilized at a low level in recent months May 8, 2025"
EconomyNext (Economy),Sri Lanka foreign reserves in April 2025 drop below October level: analysis,2025-05-08,https://economynext.com/sri-lanka-foreign-reserves-in-april-2025-drop-below-october-level-analysis-219751/,"The central bank's net foreign assets may still be improving May 8, 2025"
EconomyNext (Economy),Sri Lanka tells EU it's committed to repeal Prevention of Terrorism Act to ensure GSP+,2025-05-07,https://economynext.com/sri-lanka-tells-eu-its-committed-to-repeal-prevention-of-terrorism-act-to-ensure-gsp-219574/,"EU recalled need to bring legislation to ensure access to the European market through the GSP+ trade preferences May 7, 2025"
EconomyNext (Economy),15 Sri Lankans to be repatriated from cybercrime centres in Myanmar: Ministry,2025-05-07,https://economynext.com/15-sri-lankans-to-be-repatriated-from-cybercrime-centres-in-myanmar-ministry-219559/,"15 Sri Lankans in cybercrime centers in Myawaddy, Myanmar are scheduled to return to island on May 7 May 7, 2025"
EconomyNext (Economy),World Bank pledges US$1bn to Sri Lanka on Banga visit,2025-05-07,https://economynext.com/world-bank-pledges-us1bn-to-sri-lanka-on-banga-visit-219698/,"Funding including guarantees spread over three years May 7, 2025"
EconomyNext (Economy),"Pakistan and India have been fighting for ""centuries"" Trump claims",2025-05-07,https://economynext.com/pakistan-and-india-have-been-fighting-for-centuries-trump-claims-219406/,"It is a shame, we just heard about it May 7, 2025"
EconomyNext (Economy),Governments in Asia-Pacific must close digital gaps to reduce inequality: ADB,2025-05-07,https://economynext.com/governments-in-asia-pacific-must-close-digital-gaps-to-reduce-inequality-adb-219438/,"ADB report recommends that governments in developing Asia and the Pacific adopt national digital strategies May 7, 2025"
EconomyNext (Economy),US buyers waiting for clarity on Trump tariffs before shifting out of Sri Lanka,2025-05-06,https://economynext.com/us-buyers-waiting-for-clarity-on-trump-tariffs-before-shifting-out-of-sri-lanka-219078/,". May 6, 2025"
EconomyNext (Economy),World Bank chief Ajay Banga to visit Sri Lanka,2025-05-06,https://economynext.com/world-bank-chief-ajay-banga-to-visit-sri-lanka-219215/,"On the invitation of President Anura Kumara Dissanayake May 6, 2025"
EconomyNext (Economy),"Sri Lanka signs one agreement, four MoUs with Vietnam on bilateral cooperation",2025-05-05,https://economynext.com/sri-lanka-signs-one-agreement-four-mous-with-vietnam-on-bilateral-cooperation-219062/,"Deals include cooperation on customs, equipment manufacturing, agriculture, and trade May 5, 2025"
EconomyNext (Economy),President invites Vietnam conglomerate and EV maker Vingroup to invest in Sri Lanka,2025-05-05,https://economynext.com/president-invites-vietnam-conglomerate-and-ev-maker-vingroup-to-invest-in-sri-lanka-218887/,". May 5, 2025"
EconomyNext (Economy),"Sri Lanka revenue growth slows in Feb 2025 ahead of car import taxes, spending up",2025-05-05,https://economynext.com/sri-lanka-revenue-growth-slows-in-feb-2025-ahead-of-car-import-taxes-spending-up-218795/,"Tax revenue grew 18 percent to 760.7 billion rupees May 5, 2025"
EconomyNext (Business),"Sri Lanka coconut prices slide at auction, less sold than offered",2025-05-05,https://economynext.com/sri-lanka-coconut-prices-slide-at-auction-less-sold-than-offered-218939/,"Volumes offered rose to 268,411 while nuts sold rose to 248,632 By By Nisheni Atapattu May 5, 2025"
EconomyNext (Economy),"CSE, National Chamber of Exporters of Sri Lanka sign agreement to boost exporters",2025-05-05,https://economynext.com/cse-national-chamber-of-exporters-of-sri-lanka-sign-agreement-to-boost-exporters-218952/,"Partnering to support exporters by enhancing their access to capital market opportunities May 5, 2025"
EconomyNext (Economy),Maldives sees Sri Lanka-scale cigarette smuggling after import duty hike,2025-05-04,https://economynext.com/maldives-sees-sri-lanka-scale-cigarette-smuggling-after-import-duty-hike-218743/,". May 4, 2025"
EconomyNext (Economy),Foreigners buy $2 million worth Sri Lanka rupee bonds in 1 week,2025-05-03,https://economynext.com/foreigners-buy-2-million-worth-sri-lanka-rupee-bonds-in-1-week-218698/,"Foreigners bought Sri Lanka bonds on a net basis for the second straight week May 3, 2025"
EconomyNext (Economy),Sri Lanka's central bank buys US$160mn in April,2025-05-03,https://economynext.com/sri-lankas-central-bank-buys-us160mn-in-april-218670/,"As a result, over the last five months the central bank has collected only around 658 million dollars May 3, 2025"
EconomyNext (Economy),Sri Lanka shifts some dollar reserves to Switzerland to manage risk,2025-05-02,https://economynext.com/sri-lanka-shifts-some-dollar-reserves-to-switzerland-to-manage-risk-218479/,"Switzerland has one of the best central banks and the lowest inflation May 2, 2025"
EconomyNext (Business),US buyers in talks with Sri Lanka exporters to share Trump tax,2025-05-02,https://economynext.com/us-buyers-in-talks-with-sri-lanka-exporters-to-share-trump-tax-218512/,"And different percentages have been set as the expectations May 2, 2025"
EconomyNext (Business),"Sri Lanka tourist arrivals up 17.3-pct in April, led by India",2025-05-02,https://economynext.com/sri-lanka-tourist-arrivals-up-17-3-pct-in-april-led-by-india-218594/,"Tourist arrivals increased 17.3 percent from a year ago to 174,608 in April 2025 May 2, 2025"
EconomyNext (Business),'Transformational change' needed in Sri Lanka's apparel industry: EDB,2025-05-01,https://economynext.com/transformational-change-needed-in-sri-lankas-apparel-industry-edb-218431/,"ITC, GTEX host environmental compliance workshop in Colombo May 1, 2025"
EconomyNext (Economy),Sri Lanka working people continue to shoulder burden of rebuilding economy: President,2025-05-01,https://economynext.com/sri-lanka-working-people-continue-to-shoulder-burden-of-rebuilding-economy-president-218453/,"""I warmly invite our beloved working people to join hands in solidarity, to rise with determination and to strive toward May 1, 2025"
EconomyNext (Economy),"Sri Lanka foreign exchange earnings hit US$2.6bn in March, $963mn above imports",2025-05-01,https://economynext.com/sri-lanka-foreign-exchange-earnings-hit-us2-6bn-in-march-963mn-above-imports-218462/,"Worker remittances hit 693 million dollars compared to 572 million dollars last year May 1, 2025"
EconomyNext (Business),Sri Lanka construction sector expands amid stable prices: PMI,2025-05-01,https://economynext.com/sri-lanka-construction-sector-expands-amid-stable-prices-pmi-218410/,"Sri Lanka Purchasing Managers’ Index for Construction (PMI - Construction) recorded a value of 54.3 in March 2025 May 1, 2025"
EconomyNext (Economy),Sri Lanka's central bank makes Rs274bn profit in 2024,2025-04-30,https://economynext.com/sri-lankas-central-bank-makes-rs274bn-profit-in-2024-218289/,"Central bank starts earning on its foreign assets in 2024 April 30, 2025"
EconomyNext (Economy),Sri Lanka awaiting US response over Trump tariffs proposals,2025-04-30,https://economynext.com/sri-lanka-awaiting-us-response-over-trump-tariffs-proposals-218340/,"Sri Lanka team makes proposals to boost US imports and also explains constraints with the IMF program April 30, 2025"
EconomyNext (Economy),New IMF Mission Chief wants more progress in Sri Lanka’s SOE reforms,2025-04-30,https://economynext.com/new-imf-mission-chief-wants-more-progress-in-sri-lankas-soe-reforms-218351/,"Sri Lanka's new government has reversed previous administration's SOE reforms with divestment. April 30, 2025"
EconomyNext (Economy),"Sri Lanka inflation up 0.89-pct over 31 months, 12-m down",2025-04-30,https://economynext.com/sri-lanka-inflation-up-0-89-pct-over-31-months-12-m-down-218383/,"The food price index fell 0.2 percent in the 12 months to April April 30, 2025"
EconomyNext (Economy),Sri Lanka PMD says top EU official pledged “positively considering the GSP+ review”,2025-04-30,https://economynext.com/sri-lanka-pmd-says-top-eu-official-pledged-positively-considering-the-gsp-review-218405/,"Loss of trade concession could hit Sri Lanka's economy adversely. April 30, 2025"
EconomyNext (Business),Sri Lanka Foreign Minister explains reason for rejecting Indian land connectivity bid,2025-04-30,https://economynext.com/sri-lanka-foreign-minister-explains-reason-for-rejecting-indian-land-connectivity-bid-218402/,"Sri Lanka's previous governments have agreed for India's land connectivity project April 30, 2025"
EconomyNext (Economy),Sri Lanka president to sign several agreements on visit to Viet Nam,2025-04-29,https://economynext.com/sri-lanka-president-to-sign-several-agreements-on-visit-to-viet-nam-218068/,"“From May 3rd to 6th the president will be on an official visit to Viet Nam,” By By Nisheni Atapattu April 29, 2025"
EconomyNext (Economy),Sri Lanka appoints panel to review bill to depoliticize commercial SOEs,2025-04-29,https://economynext.com/sri-lanka-appoints-panel-to-review-bill-to-depoliticize-commercial-soes-218161/,"New govt has already drafted State Commercial Enterprises Management Draft Bill April 29, 2025"
EconomyNext (Economy),Sri Lanka central bank total assets fell Rs333.9bn in 2024,2025-04-29,https://economynext.com/sri-lanka-central-bank-total-assets-fell-rs333-9bn-in-2024-218163/,"The decrease in local currency assets can largely be attributed to the maturing of Treasury bills and Treasury bonds April 29, 2025"
EconomyNext (Economy),"Sri Lanka program's IMF board review likely in June, after power tariff adjustment",2025-04-29,https://economynext.com/sri-lanka-programs-imf-board-review-likely-in-june-after-power-tariff-adjustment-218266/,". April 29, 2025"
EconomyNext (Economy),Sri Lanka to conduct economic census,2025-04-29,https://economynext.com/sri-lanka-to-conduct-economic-census-218018/,"Covering agricultural and non-agricultural economic activities in two separate phases April 29, 2025"
EconomyNext (Business),Sri Lanka promoted as 'Jannat Dunya' in Saudi Arabia's Eastern Province,2025-04-29,https://economynext.com/sri-lanka-promoted-as-jannat-dunya-in-saudi-arabias-eastern-province-217997/,"Snapchat launched by embassy in Arabic language named “Jannat Dunya” (Paradise on Earth) to promote Sri Lanka touris... April 29, 2025"
EconomyNext (Economy),Sri Lanka should safeguard “legitimate rights” in facing Trump’s tariff: Chinese envoy,2025-04-28,https://economynext.com/sri-lanka-should-safeguard-legitimate-rights-in-facing-trumps-tariff-chinese-envoy-217886/,"""This unilateralism and hegemonic bullying have severely impacted the global economic order"" April 28, 2025"
EconomyNext (Business),Sri Lanka coconut auction rates move up closer to market after price control ends,2025-04-28,https://economynext.com/sri-lanka-coconut-auction-rates-move-up-closer-to-market-after-price-control-ends-217766/,"Auction prices were controlled around 140,000 per 1,000 nuts leading to small volumes coming in April 28, 2025"
EconomyNext (Business),Sri Lanka tourist arrivals up 18.15-pct to April 24,2025-04-28,https://economynext.com/sri-lanka-tourist-arrivals-up-18-15-pct-to-april-24-217765/,"144,320 tourists visited from April 1 to 24 April 28, 2025"
EconomyNext (Economy),Top Chinese Minister to visit Sri Lanka in June; FTA talks likely,2025-04-28,https://economynext.com/top-chinese-minister-to-visit-sri-lanka-in-june-fta-talks-likely-217756/,"The FTA talks between the two countries have stalled since 2018 April 28, 2025"
EconomyNext (Economy),"Sri Lanka budget deficit down in Jan 2025 ahead of salary hike, tax revenues up 25-pct",2025-04-28,https://economynext.com/sri-lanka-budget-deficit-down-in-jan-2025-ahead-of-salary-hike-tax-revenues-up-25-pct-217724/,"The overall deficit was 119.4 billion rupees, down from 166.9 billion rupees last year April 28, 2025"
EconomyNext (Economy),Sri Lanka at Global Sovereign Debt Roundtable in Washington,2025-04-27,https://economynext.com/sri-lanka-at-global-sovereign-debt-roundtable-in-washington-217669/,"Sri Lanka earned a place in the GDSR following a default in 2022 April 27, 2025"
EconomyNext (Economy),Sri Lanka smuggled cigarettes soared over 1 billion sticks 2024 amid tax hikes : CTC,2025-04-27,https://economynext.com/sri-lanka-smuggled-cigarettes-soared-over-1-billion-sticks-2024-amid-tax-hikes-ctc-217636/,"These trends not only affect CTC’s volumes but also result in significant tax revenue losses April 27, 2025"
EconomyNext (Business),Sri Lanka apparel exporters seek parity with competitors in US tariff talks,2025-04-26,https://economynext.com/sri-lanka-apparel-exporters-seek-parity-with-competitors-in-us-tariff-talks-217634/,"We respectfully urge both governments to consider the long-term sustenance of Sri Lanka’s apparel industry April 26, 2025"
EconomyNext (Economy),Foreigners buy Sri Lanka rupee bonds after dumping for two straight weeks,2025-04-26,https://economynext.com/foreigners-buy-sri-lanka-rupee-bonds-after-dumping-for-two-straight-weeks-217623/,"Sri Lanka saw outflow after Trump's reciprocal tariff announcement April 26, 2025"
EconomyNext (Economy),"Sri Lanka reaches IMF staff level deal, review after electricity price hike",2025-04-25,https://economynext.com/sri-lanka-reaches-imf-staff-level-deal-review-after-electricity-price-hike-217586/,"Program to accommodate policy measures if Trump tariffs hurts Sri Lanka April 25, 2025"
EconomyNext (Economy),Sri Lanka and US to continue talks for bilateral trade deal: PMD,2025-04-25,https://economynext.com/sri-lanka-and-us-to-continue-talks-for-bilateral-trade-deal-pmd-217491/,"Both sides expressed the desire to finalize the agreement in the shortest possible time period April 25, 2025"
EconomyNext (Economy),"Pakistan suspends peace treaty with India, in escalation of South Asia tension",2025-04-25,https://economynext.com/pakistan-suspends-peace-treaty-with-india-in-escalation-of-south-asia-tension-217415/,"Both nations claim that the opposite side is backing militancy in each other's countries April 25, 2025"
EconomyNext (Economy),Sri Lanka GSP+ monitoring mission from EU from April 28,2025-04-25,https://economynext.com/sri-lanka-gsp-monitoring-mission-from-eu-from-april-28-217621/,"The mission will tak stock of progress on the fulfillment of conditions linked to the granting of GSP+ April 25, 2025"
EconomyNext (Economy),Sri Lanka expects arrangement on US trade before 90-day deadline : Minister,2025-04-24,https://economynext.com/sri-lanka-expects-arrangement-on-us-trade-before-90-day-deadline-minister-217391/,"Sri Lanka will issue a statement on the talks in the near future April 24, 2025"
EconomyNext (Economy),Sri Lanka on track to reach IMF staff level deal soon: report,2025-04-24,https://economynext.com/sri-lanka-on-track-to-reach-imf-staff-level-deal-soon-report-217332/,"A negotiation team is currently in Washington where the IMF and World Bank Spring Meetings April 24, 2025"
EconomyNext (Economy),Sri Lanka vehicle import LCs are US$350mn so far: President,2025-04-24,https://economynext.com/sri-lanka-vehicle-import-lcs-are-us350mn-so-far-president-217297/,"Exchange rate is stable April 24, 2025"
EconomyNext (Economy),Sri Lanka’s tariff discussions with U.S. fruitful: President,2025-04-23,https://economynext.com/sri-lankas-tariff-discussions-with-u-s-fruitful-president-217295/,"Trump imposed 44% reciprocal tariff on Sri Lanka products to U.S. April 23, 2025"
EconomyNext (Economy),"UAE deputy PM in Sri Lanka; backs energy, tourism, investment, foreign jobs",2025-04-23,https://economynext.com/uae-deputy-pm-in-sri-lanka-backs-energy-tourism-investment-foreign-jobs-217139/,"UAE top delegation comes to Sri Lanka following President Dissanayake visit to Dubai in February April 23, 2025"
EconomyNext (Economy),Markets expect 'de-escalation' in China tariff war on Bessent comments,2025-04-23,https://economynext.com/markets-expect-de-escalation-in-china-tariff-war-on-bessent-comments-217147/,"Trump denies intention to fire Jerome Powell April 23, 2025"
EconomyNext (Economy),Sri Lanka goods exports grow 5.8-pct in March 2025,2025-04-23,https://economynext.com/sri-lanka-goods-exports-grow-5-8-pct-in-march-2025-217217/,"Merchandise exports grew 5.87 percent year-on-year in March April 23, 2025"
EconomyNext (Economy),Sri Lanka services exports rise 7.79-pct in March: EDB,2025-04-23,https://economynext.com/sri-lanka-services-exports-rise-7-79-pct-in-march-edb-217232/,"Financial services dropped 65.96 percent to 2.10 million dollars from 6.17 million dollars a year ago. April 23, 2025"
EconomyNext (Economy),Sri Lanka’s IRD opens 9 million tax files without requests,2025-04-23,https://economynext.com/sri-lankas-ird-opens-9-million-tax-files-without-requests-217284/,"IRD aims for 2.1 trillion rupee tax revenue this year April 23, 2025"
EconomyNext (Economy),Sri Lanka’s IRD introduces self declaration to get WHT exemption,2025-04-23,https://economynext.com/sri-lankas-ird-introduces-self-declaration-to-get-wht-exemption-217287/,"Sri Lanka has doubled WHT to 10% from this month. April 23, 2025"
EconomyNext (Business),"Sri Lanka, UAE establish joint business council",2025-04-22,https://economynext.com/sri-lanka-uae-establish-joint-business-council-217072/,"MoU on the establishment of UAE-Sri Lanka Joint Business Council was exchanged April 22, 2025"
EconomyNext (Business),Sri Lanka increases three wheeler weight for electricity conversion,2025-04-22,https://economynext.com/sri-lanka-increases-three-wheeler-weight-for-electricity-conversion-217060/,"Motor Traffic Act to be amended to increase tare load from 500kg to 650kg April 22, 2025"
EconomyNext (Economy),Trump-Powell feud ratchets up amid Sri Lanka style anti-globalization utopia plan,2025-04-22,https://economynext.com/trump-powell-feud-ratchets-up-amid-sri-lanka-style-anti-globalization-utopia-plan-216934/,"Trump is already blamed for the coming slowdown by analysts and businesses, not the Fed April 22, 2025"
EconomyNext (Business),Sri Lanka eyes waterborne transport as PPPs,2025-04-22,https://economynext.com/sri-lanka-eyes-waterborne-transport-as-ppps-217004/,"Both intercity and urban transport was being considered April 22, 2025"
EconomyNext (Business),"Sri Lanka to regulate offshore Port City and floating casinos, online gaming",2025-04-22,https://economynext.com/sri-lanka-to-regulate-offshore-port-city-and-floating-casinos-online-gaming-217034/,"The entity will also regulate onshore casinos April 22, 2025"
EconomyNext (Business),Sri Lanka coconut sales plummet at weekly auction amid declining production,2025-04-21,https://economynext.com/sri-lanka-coconut-sales-plummet-at-weekly-auction-amid-declining-production-216778/,"Average coconut prices rose 2.8 percent April 21, 2025"
EconomyNext (Economy),Sri Lanka central bank adds billions in dollar value to EPF in 2023-24  with sound money,2025-04-20,https://economynext.com/sri-lanka-central-bank-adds-billions-in-dollar-value-to-epf-in-2023-24-with-sound-money-216644/,"The EPF has built back around US $5.29 billion dollars after losing 6.27 April 20, 2025"
EconomyNext (Economy),"Sri Lanka faces debt woes, food price volatility as trade war escalates: UN report",2025-04-19,https://economynext.com/sri-lanka-faces-debt-woes-food-price-volatility-as-trade-war-escalates-un-report-216513/,"Many low-income countries face a “perfect storm” of worsening external financial conditions, unsustainable debt and ... April 19, 2025"
EconomyNext (Economy),Sri Lanka EPF pays record real returns as central bank misses inflation target,2025-04-19,https://economynext.com/sri-lanka-epf-pays-record-real-returns-as-central-bank-misses-inflation-target-216587/,"Real returns after inflation hits double digits April 19, 2025"
EconomyNext (Economy),Foreigners dump Sri Lanka rupee bonds for 2nd straight week amid Trump tariff uncertainty,2025-04-19,https://economynext.com/foreigners-dump-sri-lanka-rupee-bonds-for-2nd-straight-week-amid-trump-tariff-uncertainty-216544/,"Sri Lanka's exports to US expected to slow if reciprocal tariff comes to effect April 19, 2025"
EconomyNext (Economy),"'We made the right decisions', former minister on restructuring Sri Lanka EPF",2025-04-18,https://economynext.com/we-made-the-right-decisions-former-minister-on-restructuring-sri-lanka-epf-216420/,"We did this quickly and carefully, without harming superannuation funds like the EPF April 18, 2025"
EconomyNext (Economy),Sri Lanka team to hold tariff talks in Washington on April 22,2025-04-18,https://economynext.com/sri-lanka-team-to-hold-tariff-talks-in-washington-on-april-22-216509/,"A 10 percent tax on imports, slapped by President Trump as a revenue measure is in effect at the moment April 18, 2025"
EconomyNext (Business),UK overtakes Russia in Sri Lanka tourist arrivals in April 2025,2025-04-18,https://economynext.com/uk-overtakes-russia-in-sri-lanka-tourist-arrivals-in-april-2025-216408/,"Tourist arrivals increased 38 percent from a year ago to 93,915 in the first 15 days April 18, 2025"
EconomyNext (Economy),Countries must put their houses in order to face a world of uncertainty: IMF chief,2025-04-18,https://economynext.com/countries-must-put-their-houses-in-order-to-face-a-world-of-uncertainty-imf-chief-216383/,"Tighter budget constraints will entail difficult choices everywhere especially in low-income countries, Georgieva said. April 18, 2025"
EconomyNext (Economy),Sri Lanka financial services drive services PMI in March,2025-04-17,https://economynext.com/sri-lanka-financial-services-drive-services-pmi-in-march-216309/,"""Business activities in the financial services also continued to improve attributable to increased lending activities,"" April 17, 2025"
EconomyNext (Economy),"Sri Lanka urged to end high border taxes, cut barriers to exports, after Trump tariffs",2025-04-17,https://economynext.com/sri-lanka-urged-to-end-high-border-taxes-cut-barriers-to-exports-after-trump-tariffs-216087/,"Even then, benchmarking against large Asian economies isn’t good enough April 17, 2025"
EconomyNext (Economy),Sri Lanka to charge VAT on foreign digital purchases from October 01,2025-04-17,https://economynext.com/sri-lanka-to-charge-vat-on-foreign-digital-purchases-from-october-01-216194/,"Procedures for registration, payment, and compliance will be specified by the Commissioner-General April 17, 2025"
EconomyNext (Economy),UN trade chief urges US to spare developing countries from tariffs,2025-04-17,https://economynext.com/un-trade-chief-urges-us-to-spare-developing-countries-from-tariffs-216236/,"“We are already in a “new normal” of low growth and high debt, and we are worried that the global economy will slo... April 17, 2025"
EconomyNext (Economy),Sri Lanka manufacturing rose in March driven by 'strong seasonal demand': PMI,2025-04-17,https://economynext.com/sri-lanka-manufacturing-rose-in-march-driven-by-strong-seasonal-demand-pmi-216285/,"Firms, especially export-oriented manufacturers, are concerned about the growing uncertainties in global trade April 17, 2025"
EconomyNext (Business),Sri Lanka President speaks about illegal fishing by Indian boats in North,2025-04-17,https://economynext.com/sri-lanka-president-speaks-about-illegal-fishing-by-indian-boats-in-north-216380/,"Northern fishermen have repeatedly complained over Indian bottom trawling April 17, 2025"
